,CURR_TYPE,DATES,RATES
4371,EUR,2014-03-14,0.64965
4372,USD,2014-03-13,0.90368
4373,INR,2014-03-13,55.287
4374,GBP,2014-03-13,0.54152
4375,EUR,2014-03-13,0.64817
4376,USD,2014-03-12,0.89796
4377,INR,2014-03-12,54.973
4378,GBP,2014-03-12,0.54051
4379,EUR,2014-03-12,0.64662
4380,USD,2014-03-11,0.89994
4381,INR,2014-03-11,54.854
4382,GBP,2014-03-11,0.54165
4383,EUR,2014-03-11,0.64977
4384,USD,2014-03-10,0.90025
4385,INR,2014-03-10,54.774
4386,GBP,2014-03-10,0.54076
4387,EUR,2014-03-10,0.64855
4388,USD,2014-03-07,0.91043
4389,INR,2014-03-07,55.591
4390,GBP,2014-03-07,0.54289
4391,EUR,2014-03-07,0.65527
4392,USD,2014-03-07,0.91043
4393,INR,2014-03-07,55.591
4394,GBP,2014-03-07,0.54289
4395,EUR,2014-03-07,0.65527
4396,USD,2014-03-07,0.91043
4397,INR,2014-03-07,55.591
4398,GBP,2014-03-07,0.54289
4399,EUR,2014-03-07,0.65527
4400,USD,2014-03-06,0.90654
4401,INR,2014-03-06,55.399
4402,GBP,2014-03-06,0.54307
4403,EUR,2014-03-06,0.65954
4404,USD,2014-03-05,0.90402
4405,INR,2014-03-05,55.828
4406,GBP,2014-03-05,0.54095
4407,EUR,2014-03-05,0.65833
4408,USD,2014-03-04,0.90318
4409,INR,2014-03-04,55.875
4410,GBP,2014-03-04,0.54093
4411,EUR,2014-03-04,0.656
4412,USD,2014-03-03,0.90117
4413,INR,2014-03-03,55.891
4414,GBP,2014-03-03,0.53872
4415,EUR,2014-03-03,0.65454
4416,USD,2014-02-28,0.89946
4417,INR,2014-02-28,55.549
4418,GBP,2014-02-28,0.53803
4419,EUR,2014-02-28,0.65117
4420,USD,2014-02-28,0.89946
4421,INR,2014-02-28,55.549
4422,GBP,2014-02-28,0.53803
4423,EUR,2014-02-28,0.65117
4424,USD,2014-02-28,0.89946
4425,INR,2014-02-28,55.549
4426,GBP,2014-02-28,0.53803
4427,EUR,2014-02-28,0.65117
4428,USD,2014-02-27,0.89842
4429,INR,2014-02-27,55.689
4430,GBP,2014-02-27,0.5397
4431,EUR,2014-02-27,0.65789
4432,USD,2014-02-26,0.90125
4433,INR,2014-02-26,55.999
4434,GBP,2014-02-26,0.54012
4435,EUR,2014-02-26,0.6566
4436,USD,2014-02-25,0.90291
4437,INR,2014-02-25,55.893
4438,GBP,2014-02-25,0.5409
4439,EUR,2014-02-25,0.65647
4440,USD,2014-02-24,0.90107
4441,INR,2014-02-24,55.924
4442,GBP,2014-02-24,0.541
4443,EUR,2014-02-24,0.65604
4444,USD,2014-02-21,0.89565
4445,INR,2014-02-21,55.644
4446,GBP,2014-02-21,0.537
4447,EUR,2014-02-21,0.65342
4448,USD,2014-02-21,0.89565
4449,INR,2014-02-21,55.644
4450,GBP,2014-02-21,0.537
4451,EUR,2014-02-21,0.65342
4452,USD,2014-02-21,0.89565
4453,INR,2014-02-21,55.644
4454,GBP,2014-02-21,0.537
4455,EUR,2014-02-21,0.65342
4456,USD,2014-02-20,0.90236
4457,INR,2014-02-20,56.276
4458,GBP,2014-02-20,0.54118
4459,EUR,2014-02-20,0.65837
4460,USD,2014-02-19,0.91323
4461,INR,2014-02-19,56.827
4462,GBP,2014-02-19,0.5482
4463,EUR,2014-02-19,0.66441
4464,USD,2014-02-18,0.91181
4465,INR,2014-02-18,56.632
4466,GBP,2014-02-18,0.54672
4467,EUR,2014-02-18,0.66405
4468,USD,2014-02-17,0.91235
4469,INR,2014-02-17,56.436
4470,GBP,2014-02-17,0.54535
4471,EUR,2014-02-17,0.666
4472,USD,2014-02-14,0.91277
4473,INR,2014-02-14,56.541
4474,GBP,2014-02-14,0.54628
4475,EUR,2014-02-14,0.66591
4476,USD,2014-02-14,0.91277
4477,INR,2014-02-14,56.541
4478,GBP,2014-02-14,0.54628
4479,EUR,2014-02-14,0.66591
4480,USD,2014-02-14,0.91277
4481,INR,2014-02-14,56.541
4482,GBP,2014-02-14,0.54628
4483,EUR,2014-02-14,0.66591
4484,USD,2014-02-13,0.90882
4485,INR,2014-02-13,56.652
4486,GBP,2014-02-13,0.54596
4487,EUR,2014-02-13,0.66458
4488,USD,2014-02-12,0.90911
4489,INR,2014-02-12,56.46
4490,GBP,2014-02-12,0.5503
4491,EUR,2014-02-12,0.66979
4492,USD,2014-02-11,0.90612
4493,INR,2014-02-11,56.377
4494,GBP,2014-02-11,0.55042
4495,EUR,2014-02-11,0.66256
4496,USD,2014-02-10,0.9054
4497,INR,2014-02-10,56.456
4498,GBP,2014-02-10,0.55208
4499,EUR,2014-02-10,0.66388
4500,USD,2014-02-07,0.90343
4501,INR,2014-02-07,56.391
4502,GBP,2014-02-07,0.55334
4503,EUR,2014-02-07,0.66556
4504,USD,2014-02-07,0.90343
4505,INR,2014-02-07,56.391
4506,GBP,2014-02-07,0.55334
4507,EUR,2014-02-07,0.66556
4508,USD,2014-02-07,0.90343
4509,INR,2014-02-07,56.391
4510,GBP,2014-02-07,0.55334
4511,EUR,2014-02-07,0.66556
4512,USD,2014-02-06,0.90419
4513,INR,2014-02-06,56.44
4514,GBP,2014-02-06,0.55528
4515,EUR,2014-02-06,0.67002
4516,USD,2014-02-05,0.90431
4517,INR,2014-02-05,56.592
4518,GBP,2014-02-05,0.55569
4519,EUR,2014-02-05,0.66774
4520,USD,2014-02-04,0.90307
4521,INR,2014-02-04,56.467
4522,GBP,2014-02-04,0.55381
4523,EUR,2014-02-04,0.668
4524,USD,2014-02-03,0.90288
4525,INR,2014-02-03,56.435
4526,GBP,2014-02-03,0.55244
4527,EUR,2014-02-03,0.6689
4528,USD,2014-01-31,0.89327
4529,INR,2014-01-31,55.97
4530,GBP,2014-01-31,0.54283
4531,EUR,2014-01-31,0.66089
4532,USD,2014-01-31,0.89327
4533,INR,2014-01-31,55.97
4534,GBP,2014-01-31,0.54283
4535,EUR,2014-01-31,0.66089
4536,USD,2014-01-31,0.89327
4537,INR,2014-01-31,55.97
4538,GBP,2014-01-31,0.54283
4539,EUR,2014-01-31,0.66089
4540,USD,2014-01-30,0.89444
4541,INR,2014-01-30,56.065
4542,GBP,2014-01-30,0.54283
4543,EUR,2014-01-30,0.65894
4544,USD,2014-01-29,0.89686
4545,INR,2014-01-29,56.094
4546,GBP,2014-01-29,0.54182
4547,EUR,2014-01-29,0.65907
4548,USD,2014-01-28,0.89737
4549,INR,2014-01-28,56.099
4550,GBP,2014-01-28,0.54099
4551,EUR,2014-01-28,0.65746
4552,USD,2014-01-27,0.9057
4553,INR,2014-01-27,57.151
4554,GBP,2014-01-27,0.54712
4555,EUR,2014-01-27,0.66313
4556,USD,2014-01-24,0.90397
4557,INR,2014-01-24,56.594
4558,GBP,2014-01-24,0.54759
4559,EUR,2014-01-24,0.66046
4560,USD,2014-01-24,0.90397
4561,INR,2014-01-24,56.594
4562,GBP,2014-01-24,0.54759
4563,EUR,2014-01-24,0.66046
4564,USD,2014-01-24,0.90397
4565,INR,2014-01-24,56.594
4566,GBP,2014-01-24,0.54759
4567,EUR,2014-01-24,0.66046
4568,USD,2014-01-23,0.89736
4569,INR,2014-01-23,55.527
4570,GBP,2014-01-23,0.54066
4571,EUR,2014-01-23,0.65794
4572,USD,2014-01-22,0.91194
4573,INR,2014-01-22,56.435
4574,GBP,2014-01-22,0.55055
4575,EUR,2014-01-22,0.67222
4576,USD,2014-01-21,0.90919
4577,INR,2014-01-21,56.409
4578,GBP,2014-01-21,0.55381
4579,EUR,2014-01-21,0.67218
4580,USD,2014-01-20,0.91427
4581,INR,2014-01-20,56.3
4582,GBP,2014-01-20,0.55681
4583,EUR,2014-01-20,0.67395
4584,USD,2014-01-17,0.91168
4585,INR,2014-01-17,56.114
4586,GBP,2014-01-17,0.5545
4587,EUR,2014-01-17,0.67114
4588,USD,2014-01-17,0.91168
4589,INR,2014-01-17,56.114
4590,GBP,2014-01-17,0.5545
4591,EUR,2014-01-17,0.67114
4592,USD,2014-01-17,0.91168
4593,INR,2014-01-17,56.114
4594,GBP,2014-01-17,0.5545
4595,EUR,2014-01-17,0.67114
4596,USD,2014-01-16,0.91556
4597,INR,2014-01-16,56.367
4598,GBP,2014-01-16,0.56033
4599,EUR,2014-01-16,0.67336
4600,USD,2014-01-15,0.91285
4601,INR,2014-01-15,56.18
4602,GBP,2014-01-15,0.55699
4603,EUR,2014-01-15,0.67092
4604,USD,2014-01-14,0.9183
4605,INR,2014-01-14,56.462
4606,GBP,2014-01-14,0.55866
4607,EUR,2014-01-14,0.67191
4608,USD,2014-01-13,0.91656
4609,INR,2014-01-13,56.338
4610,GBP,2014-01-13,0.5583
4611,EUR,2014-01-13,0.67128
4612,USD,2014-01-10,0.91947
4613,INR,2014-01-10,56.92
4614,GBP,2014-01-10,0.56033
4615,EUR,2014-01-10,0.67673
4616,USD,2014-01-10,0.91947
4617,INR,2014-01-10,56.92
4618,GBP,2014-01-10,0.56033
4619,EUR,2014-01-10,0.67673
4620,USD,2014-01-10,0.91947
4621,INR,2014-01-10,56.92
4622,GBP,2014-01-10,0.56033
4623,EUR,2014-01-10,0.67673
4624,USD,2014-01-09,0.92097
4625,INR,2014-01-09,57.2
4626,GBP,2014-01-09,0.55869
4627,EUR,2014-01-09,0.67659
4628,USD,2014-01-08,0.92527
4629,INR,2014-01-08,57.392
4630,GBP,2014-01-08,0.56337
4631,EUR,2014-01-08,0.68064
4632,USD,2014-01-07,0.93528
4633,INR,2014-01-07,58.162
4634,GBP,2014-01-07,0.56987
4635,EUR,2014-01-07,0.68564
4636,USD,2014-01-06,0.93833
4637,INR,2014-01-06,58.406
4638,GBP,2014-01-06,0.57278
4639,EUR,2014-01-06,0.68985
4640,USD,2014-01-03,0.94236
4641,INR,2014-01-03,58.613
4642,GBP,2014-01-03,0.57399
4643,EUR,2014-01-03,0.69118
4644,USD,2014-01-03,0.94236
4645,INR,2014-01-03,58.613
4646,GBP,2014-01-03,0.57399
4647,EUR,2014-01-03,0.69118
4648,USD,2014-01-03,0.94236
4649,INR,2014-01-03,58.613
4650,GBP,2014-01-03,0.57399
4651,EUR,2014-01-03,0.69118
4652,USD,2014-01-02,0.94063
4653,INR,2014-01-02,58.571
4654,GBP,2014-01-02,0.57039
4655,EUR,2014-01-02,0.68871
4656,USD,2013-12-31,0.94002
4657,INR,2013-12-31,58.187
4658,GBP,2013-12-31,0.56826
4659,EUR,2013-12-31,0.68162
4660,USD,2013-12-31,0.94002
4661,INR,2013-12-31,58.187
4662,GBP,2013-12-31,0.56826
4663,EUR,2013-12-31,0.68162
4664,USD,2013-12-30,0.93355
4665,INR,2013-12-30,57.778
4666,GBP,2013-12-30,0.56651
4667,EUR,2013-12-30,0.67732
4668,USD,2013-12-27,0.93775
4669,INR,2013-12-27,58.124
4670,GBP,2013-12-27,0.56795
4671,EUR,2013-12-27,0.67884
4672,USD,2013-12-27,0.93775
4673,INR,2013-12-27,58.124
4674,GBP,2013-12-27,0.56795
4675,EUR,2013-12-27,0.67884
4676,USD,2013-12-27,0.93775
4677,INR,2013-12-27,58.124
4678,GBP,2013-12-27,0.56795
4679,EUR,2013-12-27,0.67884
4680,USD,2013-12-24,0.94249
4681,INR,2013-12-24,58.241
4682,GBP,2013-12-24,0.57582
4683,EUR,2013-12-24,0.68875
4684,USD,2013-12-24,0.94249
4685,INR,2013-12-24,58.241
4686,GBP,2013-12-24,0.57582
4687,EUR,2013-12-24,0.68875
4688,USD,2013-12-24,0.94249
4689,INR,2013-12-24,58.241
4690,GBP,2013-12-24,0.57582
4691,EUR,2013-12-24,0.68875
4692,USD,2013-12-23,0.9434
4693,INR,2013-12-23,58.319
4694,GBP,2013-12-23,0.57677
4695,EUR,2013-12-23,0.68852
4696,USD,2013-12-20,0.93527
4697,INR,2013-12-20,58.025
4698,GBP,2013-12-20,0.57178
4699,EUR,2013-12-20,0.68493
4700,USD,2013-12-20,0.93527
4701,INR,2013-12-20,58.025
4702,GBP,2013-12-20,0.57178
4703,EUR,2013-12-20,0.68493
4704,USD,2013-12-20,0.93527
4705,INR,2013-12-20,58.025
4706,GBP,2013-12-20,0.57178
4707,EUR,2013-12-20,0.68493
4708,USD,2013-12-19,0.9329
4709,INR,2013-12-19,58.19
4710,GBP,2013-12-19,0.5699
4711,EUR,2013-12-19,0.68259
4712,USD,2013-12-18,0.94036
4713,INR,2013-12-18,58.398
4714,GBP,2013-12-18,0.57458
4715,EUR,2013-12-18,0.68395
4716,USD,2013-12-17,0.94449
4717,INR,2013-12-17,58.449
4718,GBP,2013-12-17,0.58089
4719,EUR,2013-12-17,0.68695
4720,USD,2013-12-16,0.94492
4721,INR,2013-12-16,58.349
4722,GBP,2013-12-16,0.57881
4723,EUR,2013-12-16,0.68592
4724,USD,2013-12-13,0.93853
4725,INR,2013-12-13,58.345
4726,GBP,2013-12-13,0.57685
4727,EUR,2013-12-13,0.68371
4728,USD,2013-12-13,0.93853
4729,INR,2013-12-13,58.345
4730,GBP,2013-12-13,0.57685
4731,EUR,2013-12-13,0.68371
4732,USD,2013-12-13,0.93853
4733,INR,2013-12-13,58.345
4734,GBP,2013-12-13,0.57685
4735,EUR,2013-12-13,0.68371
4736,USD,2013-12-12,0.94537
4737,INR,2013-12-12,58.621
4738,GBP,2013-12-12,0.57628
4739,EUR,2013-12-12,0.68629
4740,USD,2013-12-11,0.94417
4741,INR,2013-12-11,57.883
4742,GBP,2013-12-11,0.57626
4743,EUR,2013-12-11,0.68582
4744,USD,2013-12-10,0.94152
4745,INR,2013-12-10,57.46
4746,GBP,2013-12-10,0.57275
4747,EUR,2013-12-10,0.68474
4748,USD,2013-12-09,0.93774
4749,INR,2013-12-09,57.329
4750,GBP,2013-12-09,0.57244
4751,EUR,2013-12-09,0.68339
4752,USD,2013-12-06,0.93903
4753,INR,2013-12-06,57.846
4754,GBP,2013-12-06,0.57451
4755,EUR,2013-12-06,0.68738
4756,USD,2013-12-06,0.93903
4757,INR,2013-12-06,57.846
4758,GBP,2013-12-06,0.57451
4759,EUR,2013-12-06,0.68738
4760,USD,2013-12-06,0.93903
4761,INR,2013-12-06,57.846
4762,GBP,2013-12-06,0.57451
4763,EUR,2013-12-06,0.68738
4764,USD,2013-12-05,0.93836
4765,INR,2013-12-05,57.89
4766,GBP,2013-12-05,0.57382
4767,EUR,2013-12-05,0.69027
4768,USD,2013-12-04,0.93841
4769,INR,2013-12-04,58.139
4770,GBP,2013-12-04,0.57305
4771,EUR,2013-12-04,0.69042
4772,USD,2013-12-03,0.93868
4773,INR,2013-12-03,58.534
4774,GBP,2013-12-03,0.57179
4775,EUR,2013-12-03,0.69132
4776,USD,2013-12-02,0.94085
4777,INR,2013-12-02,58.633
4778,GBP,2013-12-02,0.57416
4779,EUR,2013-12-02,0.69507
4780,USD,2013-11-29,0.9456
4781,INR,2013-11-29,59.034
4782,GBP,2013-11-29,0.57854
4783,EUR,2013-11-29,0.69473
4784,USD,2013-11-29,0.9456
4785,INR,2013-11-29,59.034
4786,GBP,2013-11-29,0.57854
4787,EUR,2013-11-29,0.69473
4788,USD,2013-11-29,0.9456
4789,INR,2013-11-29,59.034
4790,GBP,2013-11-29,0.57854
4791,EUR,2013-11-29,0.69473
4792,USD,2013-11-28,0.94546
4793,INR,2013-11-28,59.007
4794,GBP,2013-11-28,0.57885
4795,EUR,2013-11-28,0.6956
4796,USD,2013-11-27,0.94535
4797,INR,2013-11-27,58.758
4798,GBP,2013-11-27,0.57993
4799,EUR,2013-11-27,0.69531
4800,USD,2013-11-26,0.95013
4801,INR,2013-11-26,59.368
4802,GBP,2013-11-26,0.58795
4803,EUR,2013-11-26,0.70136
4804,USD,2013-11-25,0.94689
4805,INR,2013-11-25,59.176
4806,GBP,2013-11-25,0.58492
4807,EUR,2013-11-25,0.70067
4808,USD,2013-11-22,0.9487
4809,INR,2013-11-22,59.646
4810,GBP,2013-11-22,0.58558
4811,EUR,2013-11-22,0.7018
4812,USD,2013-11-22,0.9487
4813,INR,2013-11-22,59.646
4814,GBP,2013-11-22,0.58558
4815,EUR,2013-11-22,0.7018
4816,USD,2013-11-22,0.9487
4817,INR,2013-11-22,59.646
4818,GBP,2013-11-22,0.58558
4819,EUR,2013-11-22,0.7018
4820,USD,2013-11-21,0.95485
4821,INR,2013-11-21,60.099
4822,GBP,2013-11-21,0.59182
4823,EUR,2013-11-21,0.70877
4824,USD,2013-11-20,0.95631
4825,INR,2013-11-20,59.755
4826,GBP,2013-11-20,0.59219
4827,EUR,2013-11-20,0.70696
4828,USD,2013-11-19,0.95813
4829,INR,2013-11-19,59.576
4830,GBP,2013-11-19,0.59502
4831,EUR,2013-11-19,0.70962
4832,USD,2013-11-18,0.95995
4833,INR,2013-11-18,59.808
4834,GBP,2013-11-18,0.5957
4835,EUR,2013-11-18,0.71018
4836,USD,2013-11-15,0.95563
4837,INR,2013-11-15,60.319
4838,GBP,2013-11-15,0.59475
4839,EUR,2013-11-15,0.70998
4840,USD,2013-11-15,0.95563
4841,INR,2013-11-15,60.319
4842,GBP,2013-11-15,0.59475
4843,EUR,2013-11-15,0.70998
4844,USD,2013-11-15,0.95563
4845,INR,2013-11-15,60.319
4846,GBP,2013-11-15,0.59475
4847,EUR,2013-11-15,0.70998
4848,USD,2013-11-14,0.9525
4849,INR,2013-11-14,60.341
4850,GBP,2013-11-14,0.59347
4851,EUR,2013-11-14,0.70892
4852,USD,2013-11-13,0.95338
4853,INR,2013-11-13,60.483
4854,GBP,2013-11-13,0.5969
4855,EUR,2013-11-13,0.71068
4856,USD,2013-11-12,0.95283
4857,INR,2013-11-12,60.691
4858,GBP,2013-11-12,0.59921
4859,EUR,2013-11-12,0.70937
4860,USD,2013-11-11,0.95494
4861,INR,2013-11-11,60.391
4862,GBP,2013-11-11,0.59753
4863,EUR,2013-11-11,0.71296
4864,USD,2013-11-08,0.95649
4865,INR,2013-11-08,60.034
4866,GBP,2013-11-08,0.59482
4867,EUR,2013-11-08,0.71215
4868,USD,2013-11-08,0.95649
4869,INR,2013-11-08,60.034
4870,GBP,2013-11-08,0.59482
4871,EUR,2013-11-08,0.71215
4872,USD,2013-11-08,0.95649
4873,INR,2013-11-08,60.034
4874,GBP,2013-11-08,0.59482
4875,EUR,2013-11-08,0.71215
4876,USD,2013-11-07,0.95875
4877,INR,2013-11-07,60.009
4878,GBP,2013-11-07,0.59692
4879,EUR,2013-11-07,0.71736
4880,USD,2013-11-06,0.95784
4881,INR,2013-11-06,59.803
4882,GBP,2013-11-06,0.59545
4883,EUR,2013-11-06,0.70862
4884,USD,2013-11-05,0.95886
4885,INR,2013-11-05,59.27
4886,GBP,2013-11-05,0.5971
4887,EUR,2013-11-05,0.71058
4888,USD,2013-11-04,0.96142
4889,INR,2013-11-04,59.815
4890,GBP,2013-11-04,0.60194
4891,EUR,2013-11-04,0.71185
4892,USD,2013-11-01,0.95903
4893,INR,2013-11-01,59.199
4894,GBP,2013-11-01,0.60102
4895,EUR,2013-11-01,0.71013
4896,USD,2013-11-01,0.95903
4897,INR,2013-11-01,59.199
4898,GBP,2013-11-01,0.60102
4899,EUR,2013-11-01,0.71013
4900,USD,2013-11-01,0.95903
4901,INR,2013-11-01,59.199
4902,GBP,2013-11-01,0.60102
4903,EUR,2013-11-01,0.71013
4904,USD,2013-10-31,0.9572
4905,INR,2013-10-31,58.851
4906,GBP,2013-10-31,0.59659
4907,EUR,2013-10-31,0.70171
4908,USD,2013-10-30,0.9576
4909,INR,2013-10-30,58.641
4910,GBP,2013-10-30,0.59586
4911,EUR,2013-10-30,0.69618
4912,USD,2013-10-29,0.95751
4913,INR,2013-10-29,58.858
4914,GBP,2013-10-29,0.5958
4915,EUR,2013-10-29,0.69546
4916,USD,2013-10-28,0.95749
4917,INR,2013-10-28,58.909
4918,GBP,2013-10-28,0.5928
4919,EUR,2013-10-28,0.69464
4920,USD,2013-10-25,0.95807
4921,INR,2013-10-25,58.949
4922,GBP,2013-10-25,0.59242
4923,EUR,2013-10-25,0.69541
4924,USD,2013-10-25,0.95807
4925,INR,2013-10-25,58.949
4926,GBP,2013-10-25,0.59242
4927,EUR,2013-10-25,0.69541
4928,USD,2013-10-25,0.95807
4929,INR,2013-10-25,58.949
4930,GBP,2013-10-25,0.59242
4931,EUR,2013-10-25,0.69541
4932,USD,2013-10-24,0.96148
4933,INR,2013-10-24,59.07
4934,GBP,2013-10-24,0.59458
4935,EUR,2013-10-24,0.69648
4936,USD,2013-10-23,0.9692
4937,INR,2013-10-23,59.753
4938,GBP,2013-10-23,0.60018
4939,EUR,2013-10-23,0.70477
4940,USD,2013-10-22,0.97089
4941,INR,2013-10-22,59.798
4942,GBP,2013-10-22,0.60182
4943,EUR,2013-10-22,0.71003
4944,USD,2013-10-21,0.97143
4945,INR,2013-10-21,59.805
4946,GBP,2013-10-21,0.60168
4947,EUR,2013-10-21,0.71078
4948,USD,2013-10-18,0.97125
4949,INR,2013-10-18,59.504
4950,GBP,2013-10-18,0.59987
4951,EUR,2013-10-18,0.70977
4952,USD,2013-10-18,0.97125
4953,INR,2013-10-18,59.504
4954,GBP,2013-10-18,0.59987
4955,EUR,2013-10-18,0.70977
4956,USD,2013-10-18,0.97125
4957,INR,2013-10-18,59.504
4958,GBP,2013-10-18,0.59987
4959,EUR,2013-10-18,0.70977
4960,USD,2013-10-17,0.97107
4961,INR,2013-10-17,59.449
4962,GBP,2013-10-17,0.60246
4963,EUR,2013-10-17,0.71078
4964,USD,2013-10-16,0.96403
4965,INR,2013-10-16,59.62
4966,GBP,2013-10-16,0.60134
4967,EUR,2013-10-16,0.71088
4968,USD,2013-10-15,0.96551
4969,INR,2013-10-15,59.495
4970,GBP,2013-10-15,0.60562
4971,EUR,2013-10-15,0.71556
4972,USD,2013-10-14,0.96603
4973,INR,2013-10-14,59.347
4974,GBP,2013-10-14,0.60416
4975,EUR,2013-10-14,0.7122
4976,USD,2013-10-11,0.96254
4977,INR,2013-10-11,58.792
4978,GBP,2013-10-11,0.60238
4979,EUR,2013-10-11,0.70952
4980,USD,2013-10-11,0.96254
4981,INR,2013-10-11,58.792
4982,GBP,2013-10-11,0.60238
4983,EUR,2013-10-11,0.70952
4984,USD,2013-10-11,0.96254
4985,INR,2013-10-11,58.792
4986,GBP,2013-10-11,0.60238
4987,EUR,2013-10-11,0.70952
4988,USD,2013-10-10,0.96293
4989,INR,2013-10-10,58.912
4990,GBP,2013-10-10,0.6035
4991,EUR,2013-10-10,0.71159
4992,USD,2013-10-09,0.96336
4993,INR,2013-10-09,59.589
4994,GBP,2013-10-09,0.60332
4995,EUR,2013-10-09,0.71281
4996,USD,2013-10-08,0.97013
4997,INR,2013-10-08,59.949
4998,GBP,2013-10-08,0.60215
4999,EUR,2013-10-08,0.71459
5000,USD,2013-10-07,0.96874
5001,INR,2013-10-07,59.894
5002,GBP,2013-10-07,0.60221
5003,EUR,2013-10-07,0.71378
5004,USD,2013-10-04,0.96802
5005,INR,2013-10-04,59.558
5006,GBP,2013-10-04,0.60312
5007,EUR,2013-10-04,0.71215
5008,USD,2013-10-04,0.96802
5009,INR,2013-10-04,59.558
5010,GBP,2013-10-04,0.60312
5011,EUR,2013-10-04,0.71215
5012,USD,2013-10-04,0.96802
5013,INR,2013-10-04,59.558
5014,GBP,2013-10-04,0.60312
5015,EUR,2013-10-04,0.71215
5016,USD,2013-10-03,0.96734
5017,INR,2013-10-03,59.723
5018,GBP,2013-10-03,0.59731
5019,EUR,2013-10-03,0.71159
5020,USD,2013-10-02,0.96619
5021,INR,2013-10-02,60.475
5022,GBP,2013-10-02,0.5963
5023,EUR,2013-10-02,0.7149
5024,USD,2013-10-01,0.97078
5025,INR,2013-10-01,60.793
5026,GBP,2013-10-01,0.59769
5027,EUR,2013-10-01,0.71623
5028,USD,2013-09-30,0.97074
5029,INR,2013-09-30,60.986
5030,GBP,2013-09-30,0.60096
5031,EUR,2013-09-30,0.7188
5032,USD,2013-09-27,0.96921
5033,INR,2013-09-27,60.573
5034,GBP,2013-09-27,0.60142
5035,EUR,2013-09-27,0.71597
5036,USD,2013-09-27,0.96921
5037,INR,2013-09-27,60.573
5038,GBP,2013-09-27,0.60142
5039,EUR,2013-09-27,0.71597
5040,USD,2013-09-27,0.96921
5041,INR,2013-09-27,60.573
5042,GBP,2013-09-27,0.60142
5043,EUR,2013-09-27,0.71597
5044,USD,2013-09-26,0.97052
5045,INR,2013-09-26,60.249
5046,GBP,2013-09-26,0.60522
5047,EUR,2013-09-26,0.71896
5048,USD,2013-09-25,0.96984
5049,INR,2013-09-25,60.626
5050,GBP,2013-09-25,0.60446
5051,EUR,2013-09-25,0.71818
5052,USD,2013-09-24,0.97229
5053,INR,2013-09-24,61.235
5054,GBP,2013-09-24,0.6093
5055,EUR,2013-09-24,0.72166
5056,USD,2013-09-23,0.97117
5057,INR,2013-09-23,60.848
5058,GBP,2013-09-23,0.60475
5059,EUR,2013-09-23,0.71896
5060,USD,2013-09-20,0.97237
5061,INR,2013-09-20,60.557
5062,GBP,2013-09-20,0.60699
5063,EUR,2013-09-20,0.71953
5064,USD,2013-09-20,0.97237
5065,INR,2013-09-20,60.557
5066,GBP,2013-09-20,0.60699
5067,EUR,2013-09-20,0.71953
5068,USD,2013-09-20,0.97237
5069,INR,2013-09-20,60.557
5070,GBP,2013-09-20,0.60699
5071,EUR,2013-09-20,0.71953
5072,USD,2013-09-19,0.97946
5073,INR,2013-09-19,60.63
5074,GBP,2013-09-19,0.60887
5075,EUR,2013-09-19,0.72312
5076,USD,2013-09-18,0.97021
5077,INR,2013-09-18,61.559
5078,GBP,2013-09-18,0.60732
5079,EUR,2013-09-18,0.72664
5080,USD,2013-09-17,0.96965
5081,INR,2013-09-17,61.449
5082,GBP,2013-09-17,0.60963
5083,EUR,2013-09-17,0.72601
5084,USD,2013-09-16,0.97078
5085,INR,2013-09-16,61.011
5086,GBP,2013-09-16,0.60942
5087,EUR,2013-09-16,0.7268
5088,USD,2013-09-13,0.96768
5089,INR,2013-09-13,61.526
5090,GBP,2013-09-13,0.61133
5091,EUR,2013-09-13,0.72786
5092,USD,2013-09-13,0.96768
5093,INR,2013-09-13,61.526
5094,GBP,2013-09-13,0.61133
5095,EUR,2013-09-13,0.72786
5096,USD,2013-09-13,0.96768
5097,INR,2013-09-13,61.526
5098,GBP,2013-09-13,0.61133
5099,EUR,2013-09-13,0.72786
5100,USD,2013-09-12,0.96901
5101,INR,2013-09-12,61.485
5102,GBP,2013-09-12,0.6132
5103,EUR,2013-09-12,0.72913
5104,USD,2013-09-11,0.96734
5105,INR,2013-09-11,61.296
5106,GBP,2013-09-11,0.61344
5107,EUR,2013-09-11,0.72908
5108,USD,2013-09-10,0.96755
5109,INR,2013-09-10,61.817
5110,GBP,2013-09-10,0.61663
5111,EUR,2013-09-10,0.73078
5112,USD,2013-09-09,0.96314
5113,INR,2013-09-09,62.84
5114,GBP,2013-09-09,0.61413
5115,EUR,2013-09-09,0.72998
5116,USD,2013-09-06,0.9587
5117,INR,2013-09-06,62.551
5118,GBP,2013-09-06,0.61541
5119,EUR,2013-09-06,0.73089
5120,USD,2013-09-06,0.9587
5121,INR,2013-09-06,62.551
5122,GBP,2013-09-06,0.61541
5123,EUR,2013-09-06,0.73089
5124,USD,2013-09-06,0.9587
5125,INR,2013-09-06,62.551
5126,GBP,2013-09-06,0.61541
5127,EUR,2013-09-06,0.73089
5128,USD,2013-09-05,0.95411
5129,INR,2013-09-05,63.081
5130,GBP,2013-09-05,0.60931
5131,EUR,2013-09-05,0.7227
5132,USD,2013-09-04,0.95345
5133,INR,2013-09-04,63.905
5134,GBP,2013-09-04,0.61083
5135,EUR,2013-09-04,0.7239
5136,USD,2013-09-03,0.95009
